Id	Area	Bedrooms	Bathrooms	Floors	YearBuilt	Location	Condition	Garage	Price
3448	2671	4	4	2	2013	Jaipur	Good	Yes	27625012
3449	3574	5	4	2	2025	Noida	Very Good	Yes	62718545
3450	1371	2	2	2	2014	Delhi	Very Good	No	28274016
3451	2456	5	4	4	2008	Delhi	Very Good	No	53028350
3452	993	1	2	4	2013	Hyderabad	Very Good	No	12813674
3453	2427	4	4	4	2018	Kochi	Very Good	No	30277197
3454	607	1	2	1	2003	Coimbatore	Very Good	No	5912923
3455	3465	5	5	3	2013	Bangalore	Fair	Yes	54841058
3456	1580	1	1	1	2017	Coimbatore	Good	No	14882264
3457	4161	5	5	4	2021	Mysore	Excellent	Yes	43693283
3458	1960	3	3	4	2023	Chennai	Good	No	25807557
3459	2424	4	3	2	2003	Coimbatore	Excellent	Yes	26202370
3460	1878	4	5	2	2013	Jaipur	Excellent	Yes	21395978
3461	2562	3	4	1	2016	Mumbai	Good	Yes	55871436
3462	1186	3	3	4	2024	Kochi	Fair	No	11941289
3463	1098	1	2	4	2005	Chennai	Fair	Yes	12865227
3464	1032	1	1	4	2014	Hyderabad	Excellent	Yes	15563969
3465	2805	3	3	3	2013	Noida	Good	Yes	44978462
3466	1797	3	3	3	2014	Coimbatore	Very Good	Yes	19816526
3467	4876	6	5	3	2017	Kochi	Excellent	No	60957028
3468	2253	4	3	2	2019	Jaipur	Very Good	Yes	26438740
3469	3511	5	5	3	2021	Chennai	Fair	Yes	44300104
3470	4740	6	5	3	2005	Mysore	Good	Yes	39444942
3471	1880	3	3	2	2000	Pune	Very Good	No	28865566
3472	4196	5	5	2	2007	Mysore	Good	No	33339590
3473	590	1	2	4	2023	Kochi	Good	Yes	7334724
3474	2978	3	2	2	2019	Pune	Good	Yes	46889772
3475	648	1	1	1	2001	Ahmedabad	Good	No	6383246
3476	1446	3	2	4	2008	Chennai	Fair	Yes	18206008
3477	4507	6	5	4	2026	Pune	Excellent	No	93149678
3478	2373	2	2	3	2024	Coimbatore	Good	Yes	24394215
3479	3880	6	5	4	2007	Delhi	Excellent	Yes	89421889
3480	1983	3	2	2	2024	Kochi	Fair	Yes	19431699
3481	2849	4	4	2	2005	Coimbatore	Excellent	Yes	32305955
3482	4199	6	5	1	2005	Bangalore	Poor	No	49077584
3483	4160	6	5	3	2020	Pune	Excellent	No	77925828
3484	4639	6	5	3	2013	Ahmedabad	Excellent	No	57523877
3485	772	1	2	4	2022	Delhi	Fair	Yes	14774449
3486	2398	3	2	3	2006	Mysore	Fair	Yes	17582154
3487	4527	5	4	1	2003	Chennai	Fair	No	51878739
3488	1524	2	3	4	2003	Ahmedabad	Fair	Yes	14370355
3489	3412	5	5	1	2015	Jaipur	Fair	Yes	30645404
3490	4979	6	5	3	2016	Ahmedabad	Very Good	No	60633157
3491	4175	6	5	2	2009	Ahmedabad	Fair	No	40999271
3492	3003	5	5	1	2018	Coimbatore	Good	Yes	27496357
3493	4637	6	5	3	2020	Pune	Excellent	Yes	94046908
3494	4029	5	4	1	2002	Coimbatore	Good	Yes	35376535
3495	3496	6	5	3	2026	Noida	Good	Yes	55977187
3496	2600	5	5	1	2018	Pune	Very Good	No	44046244
3497	1289	2	3	1	2019	Chennai	Very Good	No	20615237
3498	2268	3	2	1	2024	Kochi	Good	No	23491812
3499	3488	5	5	2	1998	Kochi	Good	No	34821946
3500	928	2	2	2	1999	Mumbai	Fair	Yes	18674752
3501	1889	3	3	1	2007	Delhi	Poor	Yes	27449590
3502	2771	3	2	3	2023	Kochi	Good	Yes	28315956
3503	2547	3	2	4	2010	Pune	Fair	Yes	32730390
3504	2618	3	3	1	2020	Delhi	Good	Yes	51623923
3505	4749	6	5	3	2026	Bangalore	Fair	Yes	80708863
3506	2386	3	3	4	2011	Jaipur	Good	No	21448443
3507	4783	6	5	1	2013	Mysore	Excellent	No	47124416
3508	892	1	1	2	2003	Delhi	Very Good	No	15842152
3509	4668	6	5	2	2016	Noida	Fair	No	72537118
3510	1537	1	1	4	2008	Coimbatore	Good	No	13362981
3511	1192	3	4	1	2005	Coimbatore	Excellent	Yes	13879644
3512	583	2	2	1	2018	Jaipur	Very Good	No	7025401
3513	4605	6	5	4	2021	Jaipur	Very Good	Yes	49589795
3514	4672	6	5	3	2009	Delhi	Poor	Yes	65808819
3515	2312	2	3	2	2021	Noida	Very Good	No	43895728
3516	3178	5	5	2	2018	Jaipur	Excellent	Yes	38609399
3517	3440	4	3	3	2012	Mysore	Poor	Yes	25870991
3518	3082	3	2	1	2014	Jaipur	Fair	Yes	28452110
3519	2742	3	3	4	2002	Mumbai	Poor	Yes	46279593
3520	597	2	1	4	2022	Bangalore	Good	No	10673251
3521	3017	5	5	4	2008	Coimbatore	Very Good	Yes	29269538
3522	1346	2	2	3	2010	Bangalore	Very Good	No	22353664
3523	4635	6	5	4	2002	Hyderabad	Good	No	51724040
3524	3085	4	4	2	2003	Pune	Excellent	Yes	52960267
3525	4559	6	5	3	2023	Chennai	Very Good	No	69594545
3526	1378	3	4	3	2010	Chennai	Very Good	Yes	20998084
3527	3492	6	5	2	2004	Delhi	Very Good	No	69524201
3528	1110	1	1	2	2003	Coimbatore	Very Good	Yes	11839816
3529	2975	4	4	4	2025	Chennai	Good	Yes	39098298
3530	4237	5	5	1	2003	Coimbatore	Excellent	Yes	44723910
3531	3042	4	4	3	2001	Hyderabad	Poor	Yes	29321066
3532	2515	3	2	1	2010	Jaipur	Excellent	No	27866316
3533	2837	4	4	3	2005	Bangalore	Very Good	No	52244920
3534	844	1	2	2	2007	Mysore	Fair	Yes	6841796
3535	2547	3	3	1	2010	Coimbatore	Good	No	21874832
3536	4887	6	5	3	2014	Bangalore	Very Good	No	90609567
3537	1640	1	1	3	1999	Delhi	Good	Yes	26044313
3538	4313	6	5	4	2000	Chennai	Excellent	Yes	65645541
3539	3209	5	5	1	1999	Delhi	Good	Yes	57622559
3540	1297	1	1	2	2016	Pune	Very Good	Yes	22812866
3541	3881	6	5	1	2023	Noida	Fair	No	59089180
3542	4150	6	5	1	1998	Kochi	Poor	Yes	30336820
3543	4709	6	5	4	2009	Hyderabad	Very Good	Yes	63543360
3544	3402	5	5	3	2021	Mysore	Very Good	Yes	37594626
3545	4767	6	5	3	2014	Delhi	Good	Yes	88355661
3546	3888	6	5	4	2020	Kochi	Good	No	39625386
3547	2685	4	4	2	2006	Pune	Fair	No	36908649
3548	3987	5	4	3	2002	Coimbatore	Good	No	34352987
3549	2774	4	4	3	2008	Bangalore	Very Good	No	46069724
3550	590	2	3	3	2011	Hyderabad	Very Good	Yes	9513565
3551	1208	2	2	2	2024	Coimbatore	Very Good	No	13199007
3552	3713	4	5	1	2019	Noida	Fair	Yes	57117826
3553	1883	4	3	3	2021	Hyderabad	Fair	No	21478708
3554	4256	6	5	4	2009	Ahmedabad	Very Good	Yes	52455225
3555	817	2	2	3	2026	Delhi	Fair	No	14947646
3556	1030	1	1	1	2003	Jaipur	Fair	Yes	9034376
3557	3590	4	3	3	2013	Jaipur	Good	No	36956259
3558	2425	4	5	2	2007	Bangalore	Good	No	39903216
3559	1849	3	3	2	2019	Noida	Excellent	No	36716071
3560	4375	5	4	4	2011	Coimbatore	Very Good	Yes	44754198
3561	1817	3	3	2	2021	Mysore	Good	No	16186749
3562	3766	4	3	2	1998	Mysore	Very Good	Yes	32587459
3563	4759	6	5	1	2011	Mysore	Very Good	No	44736234
3564	602	2	1	1	2021	Mysore	Poor	Yes	5633136
3565	4818	6	5	2	2000	Chennai	Good	No	58309736
3566	2496	4	4	1	2017	Ahmedabad	Good	No	27730598
3567	1110	2	3	4	2024	Noida	Good	Yes	18618186
3568	880	1	1	2	2013	Chennai	Very Good	No	13689866
3569	4820	6	5	2	2006	Chennai	Good	No	57509213
3570	1212	1	1	1	2007	Bangalore	Good	Yes	19492084
3571	727	2	2	4	2000	Pune	Good	Yes	12003527
3572	2846	4	4	1	1998	Noida	Fair	No	37585324
3573	1262	1	1	1	2017	Ahmedabad	Good	No	13263623
3574	1463	1	1	3	2013	Bangalore	Very Good	Yes	27442748
3575	2258	3	3	4	2025	Pune	Very Good	No	41682717
3576	2998	4	4	1	2002	Jaipur	Good	No	26208235
3577	1807	3	3	3	1998	Pune	Fair	Yes	21828991
3578	2978	3	3	1	2023	Kochi	Fair	No	29062679
3579	3242	4	4	4	2000	Delhi	Very Good	No	57750031
3580	2036	4	3	4	2012	Ahmedabad	Fair	Yes	19719904
3581	2046	4	4	1	2025	Bangalore	Excellent	Yes	44163545
3582	1215	3	3	3	2014	Noida	Good	Yes	19591139
3583	1451	1	1	1	2020	Pune	Good	No	21669983
3584	601	1	1	3	2015	Delhi	Very Good	No	13348556
3585	4709	6	5	3	2012	Mumbai	Very Good	No	109000077
3586	1469	1	1	4	1998	Mumbai	Poor	No	22912302
3587	4505	6	5	4	2009	Mumbai	Good	Yes	99293642
3588	1549	2	2	1	2009	Coimbatore	Good	No	15215101
3589	4382	6	5	3	2020	Pune	Good	Yes	72892573
3590	3907	6	5	4	2002	Coimbatore	Fair	No	30735615
3591	592	1	1	4	2017	Kochi	Very Good	Yes	7164679
3592	3057	4	5	4	2010	Mysore	Good	No	28772668
3593	3817	5	5	2	2009	Pune	Good	No	54843699
3594	4175	6	5	3	2019	Delhi	Very Good	Yes	85069546
3595	4963	6	5	2	2010	Ahmedabad	Good	No	53810157
3596	1642	1	1	2	2007	Coimbatore	Very Good	Yes	17262993
3597	4137	5	5	1	2017	Kochi	Good	Yes	42263349
3598	4220	5	5	2	2007	Mumbai	Very Good	No	95150987
3599	4894	6	5	2	2009	Jaipur	Very Good	Yes	51589713
3600	2804	4	5	4	2023	Coimbatore	Very Good	Yes	29275832
3601	1219	2	2	3	2016	Jaipur	Good	No	12669976
3602	2447	3	3	1	2007	Bangalore	Very Good	Yes	40839230
3603	3377	5	5	3	2006	Jaipur	Fair	Yes	29750831
3604	2690	5	5	4	2018	Bangalore	Very Good	Yes	51971274
3605	2514	3	3	3	2010	Delhi	Good	Yes	42799534
3606	1612	2	1	4	2025	Pune	Fair	No	23568928
3607	2750	4	4	3	2014	Hyderabad	Fair	Yes	33506932
3608	4562	6	5	1	2008	Chennai	Very Good	No	63286554
3609	3620	5	5	1	2011	Delhi	Very Good	No	77356151
3610	690	1	1	3	2013	Mysore	Very Good	No	6740024
3611	2318	2	3	4	2011	Jaipur	Good	No	22634998
3612	2495	3	4	2	2026	Kochi	Very Good	No	31597255
3613	3854	6	5	1	2000	Pune	Excellent	No	67333757
3614	4216	5	4	2	2023	Jaipur	Good	No	44146876
3615	1558	2	1	1	2016	Mumbai	Very Good	No	37316871
3616	3074	4	4	2	2018	Mumbai	Good	Yes	76405795
3617	4704	6	5	1	2004	Chennai	Fair	No	55986294
3618	3886	6	5	1	2000	Mysore	Very Good	No	32561973
3619	4954	6	5	2	2022	Coimbatore	Excellent	No	55476788
3620	4969	6	5	2	2022	Noida	Good	Yes	89451677
3621	4204	6	5	4	2007	Jaipur	Good	No	37930161
3622	1273	2	1	4	2013	Pune	Good	No	19835481
3623	3081	3	3	3	2001	Chennai	Good	No	38497409
3624	2898	5	5	4	2015	Pune	Excellent	No	50969117
3625	1057	2	2	2	2020	Bangalore	Good	No	19771719
3626	1655	2	3	3	2020	Bangalore	Good	Yes	28491493
3627	3752	5	5	2	2005	Mumbai	Good	Yes	78927123
3628	4602	6	5	2	2000	Noida	Good	Yes	64964916
3629	1608	2	2	2	2021	Pune	Good	Yes	27237759
3630	1316	2	2	1	2000	Hyderabad	Fair	No	12419312
3631	3840	4	4	3	2004	Jaipur	Fair	No	28998799
3632	1123	2	2	2	2001	Jaipur	Very Good	Yes	11357731
3633	843	1	1	2	2006	Jaipur	Good	Yes	8923402
3634	1870	3	3	4	2001	Kochi	Fair	Yes	17336327
3635	2504	4	5	1	2004	Bangalore	Poor	Yes	30050244
3636	2557	3	3	2	2019	Mysore	Good	No	24107876
3637	2599	4	5	1	2018	Bangalore	Good	No	41546563
3638	3327	6	5	4	2020	Pune	Very Good	No	58056533
3639	2864	3	3	3	2026	Mysore	Good	No	26340124
3640	4937	6	5	4	2013	Jaipur	Fair	Yes	40789905
3641	1690	3	3	2	2018	Hyderabad	Very Good	Yes	24145011
3642	744	1	2	2	1998	Mysore	Excellent	Yes	8045799
3643	1821	4	3	4	2020	Mysore	Fair	Yes	15414733
3644	995	1	1	4	2006	Delhi	Very Good	Yes	19968202
3645	1581	2	1	2	2017	Noida	Excellent	No	33505442
3646	2707	4	4	2	2016	Noida	Fair	No	38911649
3647	3761	5	5	2	2015	Coimbatore	Good	Yes	34028770
3648	4346	5	5	4	2020	Jaipur	Good	No	42015296
3649	2742	3	2	4	2005	Coimbatore	Good	No	25646447
3650	4842	6	5	4	2001	Mysore	Good	No	41907334
3651	4679	6	5	3	2013	Noida	Good	No	77474563
3652	725	1	1	1	2002	Bangalore	Excellent	No	12569740
3653	2585	3	2	1	2011	Noida	Poor	No	32129407
3654	2230	3	3	3	1999	Hyderabad	Very Good	No	27522292
3655	943	1	1	3	2013	Chennai	Excellent	Yes	15130304
3656	3345	5	4	3	2012	Hyderabad	Good	Yes	39517383
3657	627	1	1	2	2022	Bangalore	Good	No	11207026
3658	1505	1	1	4	2002	Coimbatore	Very Good	Yes	14811116
3659	901	2	2	3	2012	Jaipur	Fair	No	8270217
3660	4355	6	5	3	2018	Mysore	Very Good	No	43731261
3661	3260	4	5	2	2026	Mysore	Fair	Yes	27540510
3662	4069	6	5	1	2018	Chennai	Very Good	Yes	62923667
3663	3023	3	2	3	2017	Delhi	Good	No	56345797
3664	3475	6	5	4	2012	Noida	Very Good	No	56033316
3665	1911	2	3	1	2001	Noida	Very Good	Yes	30039569
3666	2292	4	5	4	2021	Jaipur	Good	Yes	24915261
3667	650	1	2	2	2009	Coimbatore	Good	Yes	7058375
3668	3309	4	5	4	2004	Chennai	Very Good	No	47314880
3669	4950	6	5	4	2000	Mumbai	Fair	Yes	86114826
3670	4129	6	5	3	2021	Mysore	Good	Yes	39935264
3671	1946	3	3	2	2015	Coimbatore	Excellent	Yes	23958079
3672	3389	5	5	4	2004	Kochi	Poor	Yes	29016270
3673	989	2	2	2	2026	Pune	Good	No	15501924
3674	882	1	1	1	2013	Ahmedabad	Fair	No	8760696
3675	1300	1	2	4	2008	Hyderabad	Good	Yes	15784026
3676	523	2	1	4	2018	Mumbai	Good	Yes	12434816
3677	4247	6	5	3	2001	Hyderabad	Poor	Yes	41564184
3678	2545	4	3	1	2015	Noida	Excellent	No	45979094
3679	3121	4	4	3	2007	Delhi	Good	No	59992902
3680	1259	2	2	3	2009	Jaipur	Good	No	11609777
3681	2621	4	4	4	2021	Kochi	Very Good	No	31322096
3682	2635	4	4	1	2018	Coimbatore	Good	Yes	24985247
3683	1821	2	2	2	2025	Chennai	Fair	No	21886028
3684	847	1	1	4	2006	Mumbai	Good	No	20106402
3685	644	1	1	1	2011	Jaipur	Excellent	No	7856272
3686	572	1	2	4	2025	Noida	Excellent	Yes	12138234
3687	3637	6	5	3	2019	Bangalore	Very Good	Yes	64685760
3688	4772	6	5	2	2012	Kochi	Good	No	45556001
3689	1920	4	4	3	2020	Jaipur	Good	No	20703371
3690	1478	1	1	4	2016	Jaipur	Excellent	No	16710937
3691	2677	4	4	3	2010	Mumbai	Fair	Yes	57611570
3692	2894	5	5	1	2025	Ahmedabad	Very Good	No	38760789
3693	558	1	1	2	2011	Hyderabad	Very Good	No	7235462
3694	864	1	2	4	2004	Pune	Excellent	No	14850318
3695	1949	3	3	1	2018	Noida	Very Good	No	36106660
3696	3707	6	5	1	2007	Delhi	Good	Yes	71540238
3697	2118	3	3	4	2024	Chennai	Good	Yes	30122575
3698	3889	5	5	4	2012	Mysore	Good	No	37049111
3699	2279	4	4	3	2024	Bangalore	Fair	No	37153252
3700	3044	5	5	1	2010	Bangalore	Excellent	Yes	60093181
3701	2768	4	5	1	2010	Noida	Poor	No	37802927
3702	3747	5	5	1	2022	Mysore	Good	Yes	37181698
3703	1941	3	4	1	2014	Chennai	Poor	Yes	22915727
3704	2128	2	1	3	2007	Kochi	Very Good	No	22600358
3705	4524	5	5	4	2018	Hyderabad	Fair	No	47535402
3706	670	2	1	2	2020	Delhi	Very Good	No	15652809
3707	2084	3	3	2	2012	Kochi	Good	Yes	20353090
3708	1074	2	2	3	2022	Jaipur	Good	Yes	11996500
3709	3328	5	5	3	2008	Ahmedabad	Fair	No	31812865
3710	4307	5	5	3	1998	Delhi	Very Good	No	78664655
3711	874	2	2	3	2015	Ahmedabad	Good	No	9954269
3712	2194	3	3	3	2020	Kochi	Good	No	24909163
3713	2438	3	3	2	2005	Noida	Excellent	Yes	45962915
3714	4055	6	5	3	2017	Jaipur	Excellent	Yes	47439230
3715	1390	1	2	4	2017	Mysore	Good	No	13509651
3716	2512	4	4	1	2007	Mumbai	Very Good	No	60821467
3717	2540	4	3	2	2005	Pune	Very Good	Yes	37614170
3718	2920	4	5	1	2010	Mysore	Very Good	No	26602241
3719	1215	1	2	1	2007	Hyderabad	Very Good	No	16679125
3720	4818	6	5	3	2010	Bangalore	Fair	Yes	74723313
3721	2622	4	4	3	2016	Noida	Good	Yes	42118006
3722	4264	6	5	2	2021	Noida	Very Good	Yes	75858782
3723	4158	6	5	1	2000	Kochi	Good	No	37579482
3724	760	1	1	4	2016	Pune	Fair	No	10230368
3725	566	1	1	4	2001	Pune	Excellent	Yes	10317044
3726	3478	4	4	1	2008	Jaipur	Fair	Yes	29497992
3727	3888	6	5	1	2010	Noida	Very Good	Yes	66295861
3728	669	1	1	3	2011	Chennai	Fair	No	8655122
3729	3777	5	5	4	2009	Delhi	Good	No	71168883
3730	3214	6	5	3	2013	Bangalore	Poor	Yes	40784278
3731	2298	4	4	3	1998	Jaipur	Fair	No	18575215
3732	3965	6	5	3	2005	Ahmedabad	Good	No	39693621
3733	2077	3	2	1	2006	Chennai	Good	Yes	27610880
3734	2325	2	2	3	2024	Hyderabad	Good	Yes	29002284
3735	1109	2	3	1	2019	Delhi	Fair	No	19131947
3736	3419	5	5	4	2022	Bangalore	Very Good	No	61911166
3737	1370	2	2	1	2008	Jaipur	Excellent	Yes	16888105
3738	2237	2	2	1	2008	Jaipur	Good	No	21661015
3739	3373	5	5	1	2009	Mysore	Very Good	Yes	35192408
3740	4814	6	5	2	2020	Chennai	Good	No	67329995
3741	4974	6	5	1	2006	Coimbatore	Good	No	41245686
3742	4381	6	5	1	2005	Chennai	Excellent	No	66889419
3743	1080	2	1	4	2011	Jaipur	Good	Yes	11087078
3744	3617	5	5	1	2003	Jaipur	Excellent	Yes	37823982
3745	1163	2	1	1	2009	Kochi	Very Good	Yes	12196999
3746	680	1	1	3	2012	Delhi	Very Good	No	13270070
3747	4910	6	5	1	2017	Kochi	Very Good	No	56910695
3748	2078	3	3	3	1998	Delhi	Good	No	33601769
3749	3448	5	5	2	2009	Jaipur	Good	Yes	32366050
3750	4889	6	5	4	2015	Ahmedabad	Good	No	49712698
3751	1450	2	3	1	2014	Pune	Very Good	Yes	26038635
3752	3416	5	5	1	2013	Noida	Good	No	52398882
3753	3267	5	5	3	2016	Pune	Good	Yes	53013970
3754	1285	1	1	1	2014	Chennai	Good	Yes	15768520
3755	3974	5	5	2	2007	Jaipur	Fair	No	35164945
3756	957	2	3	2	2017	Kochi	Very Good	Yes	11877592
3757	2036	3	4	2	2023	Kochi	Very Good	No	24670566
3758	1557	2	2	1	2013	Bangalore	Good	Yes	24766419
3759	2930	4	4	2	2009	Delhi	Very Good	No	59155492
3760	4536	6	5	1	2003	Pune	Very Good	No	69280027
3761	1395	2	2	4	2002	Mysore	Very Good	No	13155630
3762	2436	2	2	3	2015	Mumbai	Excellent	Yes	66377702
3763	2601	4	3	4	2002	Chennai	Very Good	No	35345698
3764	1126	3	3	4	2000	Delhi	Very Good	No	21363014
3765	2052	3	4	1	2005	Kochi	Fair	No	19423124
3766	1208	2	3	4	2012	Ahmedabad	Good	No	14364703
3767	3042	4	5	3	2004	Pune	Good	No	40487668
3768	4901	6	5	2	2009	Chennai	Excellent	No	76121858
3769	3819	4	5	4	2005	Ahmedabad	Poor	No	33701903
3770	2134	2	2	3	2009	Mysore	Very Good	No	21020815
3771	4469	6	5	4	1998	Pune	Good	Yes	59046685
3772	2130	4	5	1	2019	Kochi	Good	No	21606386
3773	1686	2	2	2	2012	Coimbatore	Good	No	15659036
3774	4816	6	5	4	2011	Delhi	Very Good	Yes	98938013
3775	4636	6	5	3	2006	Ahmedabad	Good	No	49627174
3776	3573	4	3	4	2010	Kochi	Very Good	Yes	42799182
3777	4893	6	5	2	2017	Chennai	Good	Yes	64107365
3778	1148	1	1	1	2003	Ahmedabad	Good	Yes	11569014
3779	2252	3	3	1	2013	Coimbatore	Very Good	Yes	24806024
3780	1608	3	2	3	2009	Mysore	Poor	No	11341662
3781	3437	5	4	4	2016	Delhi	Fair	No	54696850
3782	3903	6	5	4	2008	Coimbatore	Good	No	35369523
3783	1176	2	1	4	2018	Bangalore	Fair	Yes	18332933
3784	2783	4	4	3	1999	Coimbatore	Very Good	No	28043260
3785	912	1	2	4	2020	Jaipur	Good	Yes	10651701
3786	3681	5	4	2	2016	Pune	Good	No	58950790
3787	2471	4	5	2	2018	Chennai	Excellent	Yes	41005592
3788	844	1	1	4	2019	Chennai	Good	No	11270762
3789	3959	6	5	1	2001	Coimbatore	Good	Yes	34358022
3790	802	1	1	2	2005	Delhi	Excellent	No	18062361
3791	4686	6	5	1	2024	Coimbatore	Very Good	Yes	50909444
3792	4870	6	5	3	2016	Noida	Excellent	Yes	92268780
3793	3785	4	4	4	2018	Mysore	Very Good	No	36012688
3794	3235	5	5	4	2024	Jaipur	Good	No	31541365
3795	4481	6	5	3	2006	Ahmedabad	Good	Yes	49070938
3796	1879	3	3	4	2003	Pune	Fair	Yes	22811378
3797	2559	3	4	2	2010	Ahmedabad	Good	Yes	28336991
3798	1564	2	3	2	2024	Coimbatore	Good	No	16730415
3799	595	2	2	2	2026	Delhi	Very Good	No	13684884
3800	3626	4	5	2	1998	Noida	Excellent	Yes	63955795
3801	3664	4	3	3	2005	Mumbai	Good	Yes	84997023
3802	1434	2	2	1	2009	Noida	Very Good	No	25694723
3803	4264	6	5	3	2021	Mysore	Excellent	Yes	50331020
3804	1896	3	2	3	2015	Noida	Very Good	Yes	31489440
3805	996	2	2	2	2010	Hyderabad	Good	Yes	12442429
3806	2413	4	3	2	2026	Delhi	Very Good	No	55567580
3807	1974	2	2	3	2026	Pune	Good	Yes	31866746
3808	2135	3	4	1	2003	Jaipur	Excellent	Yes	24510915
3809	1451	1	1	4	2025	Kochi	Good	No	15293269
3810	4076	5	5	4	2025	Delhi	Fair	No	75233606
3811	3801	5	5	1	2001	Mysore	Excellent	No	35320314
3812	2709	3	3	4	2012	Bangalore	Poor	Yes	34524797
3813	1206	2	1	3	2026	Jaipur	Very Good	Yes	13722803
3814	2289	4	4	3	2011	Chennai	Good	Yes	30774383
3815	675	2	3	1	2002	Kochi	Good	Yes	7460426
3816	1921	4	5	3	2012	Kochi	Fair	No	18924865
3817	1348	2	1	1	2005	Ahmedabad	Good	Yes	14702639
3818	4923	6	5	2	2018	Mumbai	Fair	No	97571764
3819	4607	6	5	1	2010	Pune	Good	Yes	68415435
3820	1464	2	2	1	2021	Chennai	Good	Yes	21989364
3821	1288	2	2	4	2008	Mumbai	Fair	Yes	27065975
3822	774	2	1	2	1998	Coimbatore	Good	No	7019496
3823	2426	3	3	4	2011	Jaipur	Very Good	No	26870576
3824	3375	5	5	1	2025	Noida	Very Good	Yes	64688996
3825	2150	3	2	1	2017	Ahmedabad	Good	Yes	23989038
3826	2567	5	5	4	2008	Jaipur	Good	Yes	27240511
3827	930	2	2	2	2021	Chennai	Poor	No	10386281
3828	1109	2	3	1	2011	Pune	Excellent	No	21421197
3829	3798	5	5	2	2001	Chennai	Good	Yes	46073130
3830	2168	2	2	4	2017	Delhi	Very Good	Yes	45381626
3831	4058	6	5	3	2011	Chennai	Very Good	No	61402957
3832	1184	2	1	2	2020	Ahmedabad	Poor	No	11334733
3833	3088	3	3	3	2014	Delhi	Excellent	Yes	75370092
3834	1189	3	4	2	2020	Delhi	Very Good	No	26069655
3835	1823	4	5	4	2013	Jaipur	Good	No	19472315
3836	582	2	3	3	2026	Chennai	Fair	No	8321845
3837	4169	6	5	1	2010	Kochi	Very Good	Yes	45846067
3838	3635	5	5	2	2021	Mumbai	Good	Yes	88855550
3839	4632	6	5	2	2010	Mysore	Very Good	No	46889266
3840	1184	3	2	3	2023	Mysore	Poor	Yes	9822423
3841	3672	4	4	2	2016	Ahmedabad	Very Good	Yes	42564535
3842	2243	4	4	2	2001	Coimbatore	Very Good	Yes	23023339
3843	2153	2	2	4	1999	Bangalore	Excellent	Yes	36503840
3844	2596	5	4	1	2013	Chennai	Very Good	No	39027084
3845	4567	6	5	3	2016	Kochi	Very Good	Yes	51896637
3846	2950	5	5	1	2013	Jaipur	Very Good	No	30600323
3847	3584	5	5	3	2003	Mumbai	Good	Yes	78512199
3848	1806	4	5	1	2023	Hyderabad	Fair	Yes	20804996
3849	2072	3	3	4	2004	Bangalore	Good	No	31733714
3850	4264	6	5	3	2022	Mysore	Fair	Yes	37376094
3851	4872	6	5	2	2006	Mysore	Very Good	Yes	47606535
3852	2107	4	4	1	2003	Chennai	Good	No	27198502
3853	1533	3	3	4	2023	Mysore	Fair	No	12849576
3854	1266	1	2	2	2002	Bangalore	Good	No	20299226
3855	3343	4	4	3	2013	Chennai	Good	Yes	44475546
3856	3314	5	5	2	2000	Delhi	Good	Yes	58396686
3857	4378	6	5	1	2002	Kochi	Poor	No	35399567
3858	1965	3	3	3	2020	Jaipur	Very Good	Yes	21199919
3859	3844	6	5	4	2005	Pune	Fair	No	49613074
3860	1272	3	3	4	2003	Chennai	Very Good	No	18110269
3861	4441	5	5	4	2017	Hyderabad	Fair	Yes	51583817
3862	4599	6	5	2	2010	Ahmedabad	Good	No	47198377
3863	2422	3	4	1	2010	Coimbatore	Very Good	Yes	26650697
3864	4636	6	5	3	2010	Chennai	Good	No	54600307
3865	3371	4	5	3	2003	Jaipur	Excellent	Yes	38185758
3866	3124	4	4	2	2019	Mumbai	Good	Yes	74292873
3867	3581	4	5	2	2018	Hyderabad	Very Good	No	48917331
3868	2262	3	3	4	2021	Noida	Good	Yes	40648174
3869	3206	5	5	4	2003	Ahmedabad	Excellent	No	40998683
3870	4857	6	5	2	2026	Hyderabad	Fair	Yes	59072763
3871	3735	5	4	1	2000	Jaipur	Very Good	Yes	35188612
3872	4065	6	5	2	2008	Mumbai	Good	No	89633972
3873	4763	6	5	1	2017	Bangalore	Very Good	Yes	88931833
3874	4234	6	5	4	2026	Pune	Good	No	63775138
3875	2769	4	5	1	2016	Hyderabad	Good	Yes	33500127
3876	2087	3	4	2	2004	Pune	Very Good	No	34151593
3877	1583	2	1	2	2012	Mysore	Excellent	No	17493093
3878	3542	6	5	4	2022	Mumbai	Excellent	Yes	99439212
3879	1816	3	2	2	2021	Bangalore	Good	No	33486275
3880	3167	5	5	3	2019	Ahmedabad	Good	No	36507003
3881	4518	5	5	2	2016	Bangalore	Good	No	79335408
3882	2487	4	5	3	2019	Jaipur	Good	Yes	27968540
3883	792	1	1	3	2020	Ahmedabad	Good	No	9022695
3884	1788	3	2	3	2001	Bangalore	Good	Yes	28175983
3885	2880	4	5	2	2003	Ahmedabad	Good	Yes	27828461
3886	3241	5	4	3	2020	Ahmedabad	Excellent	Yes	48097300
3887	1402	1	1	4	2013	Delhi	Good	No	25123767
3888	806	1	1	4	2004	Jaipur	Very Good	Yes	9224653
3889	2898	3	3	1	2017	Coimbatore	Good	No	27548850
3890	2429	4	4	2	2007	Noida	Excellent	Yes	49191792
